,,,-99.399998784E-3,548.000037670E-3,,,,,-99.399998784E-3,600.000023842E-3,
,,,-99.380001426E-3,540.000021458E-3,,,,,-99.380001426E-3,640.000045300E-3,
,,,-99.360004067E-3,540.000021458E-3,,,,,-99.360004067E-3,600.000023842E-3,
,,,-99.339999259E-3,532.000005245E-3,,,,,-99.339999259E-3,600.000023842E-3,
,,,-99.320001900E-3,532.000005245E-3,,,,,-99.320001900E-3,600.000023842E-3,
,,,-99.300004542E-3,540.000021458E-3,,,,,-99.300004542E-3,640.000045300E-3,
,,,-99.279999733E-3,540.000021458E-3,,,,,-99.279999733E-3,600.000023842E-3,
,,,-99.260002375E-3,540.000021458E-3,,,,,-99.260002375E-3,640.000045300E-3,
,,,-99.240005016E-3,548.000037670E-3,,,,,-99.240005016E-3,600.000023842E-3,
,,,-99.220000207E-3,548.000037670E-3,,,,,-99.220000207E-3,520.000040531E-3,
,,,-99.200002849E-3,548.000037670E-3,,,,,-99.200002849E-3,600.000023842E-3,
,,,-99.179998040E-3,548.000037670E-3,,,,,-99.179998040E-3,600.000023842E-3,
,,,-99.160000682E-3,548.000037670E-3,,,,,-99.160000682E-3,600.000023842E-3,
,,,-99.140003324E-3,548.000037670E-3,,,,,-99.140003324E-3,600.000023842E-3,
,,,-99.119998515E-3,540.000021458E-3,,,,,-99.119998515E-3,560.000061989E-3,
,,,-99.100001156E-3,540.000021458E-3,,,,,-99.100001156E-3,520.000040531E-3,
,,,-99.080003798E-3,548.000037670E-3,,,,,-99.080003798E-3,560.000061989E-3,
,,,-99.059998989E-3,540.000021458E-3,,,,,-99.059998989E-3,520.000040531E-3,
,,,-99.040001631E-3,548.000037670E-3,,,,,-99.040001631E-3,520.000040531E-3,
,,,-99.020004272E-3,532.000005245E-3,,,,,-99.020004272E-3,560.000061989E-3,
,,,-98.999999464E-3,532.000005245E-3,,,,,-98.999999464E-3,560.000061989E-3,
,,,-98.980002105E-3,532.000005245E-3,,,,,-98.980002105E-3,520.000040531E-3,
,,,-98.960004747E-3,540.000021458E-3,,,,,-98.960004747E-3,520.000040531E-3,
,,,-98.939999938E-3,548.000037670E-3,,,,,-98.939999938E-3,600.000023842E-3,
,,,-98.920002580E-3,548.000037670E-3,,,,,-98.920002580E-3,520.000040531E-3,
,,,-98.900005221E-3,532.000005245E-3,,,,,-98.900005221E-3,520.000040531E-3,
,,,-98.880000412E-3,524.000048637E-3,,,,,-98.880000412E-3,480.000019073E-3,
,,,-98.860003054E-3,548.000037670E-3,,,,,-98.860003054E-3,600.000023842E-3,
,,,-98.839998245E-3,548.000037670E-3,,,,,-98.839998245E-3,520.000040531E-3,
,,,-98.820000887E-3,540.000021458E-3,,,,,-98.820000887E-3,600.000023842E-3,
,,,-98.800003529E-3,548.000037670E-3,,,,,-98.800003529E-3,480.000019073E-3,
,,,-98.779998720E-3,548.000037670E-3,,,,,-98.779998720E-3,520.000040531E-3,
,,,-98.760001361E-3,548.000037670E-3,,,,,-98.760001361E-3,520.000040531E-3,
,,,-98.740004003E-3,524.000048637E-3,,,,,-98.740004003E-3,560.000061989E-3,
,,,-98.719999194E-3,548.000037670E-3,,,,,-98.719999194E-3,520.000040531E-3,
,,,-98.700001836E-3,532.000005245E-3,,,,,-98.700001836E-3,560.000061989E-3,
,,,-98.680004478E-3,540.000021458E-3,,,,,-98.680004478E-3,560.000061989E-3,
,,,-98.659999669E-3,532.000005245E-3,,,,,-98.659999669E-3,440.000027418E-3,
,,,-98.640002310E-3,532.000005245E-3,,,,,-98.640002310E-3,560.000061989E-3,
,,,-98.620004952E-3,532.000005245E-3,,,,,-98.620004952E-3,480.000019073E-3,
,,,-98.600000143E-3,532.000005245E-3,,,,,-98.600000143E-3,520.000040531E-3,
,,,-98.580002785E-3,532.000005245E-3,,,,,-98.580002785E-3,520.000040531E-3,
,,,-98.559997976E-3,532.000005245E-3,,,,,-98.559997976E-3,600.000023842E-3,
,,,-98.540000618E-3,540.000021458E-3,,,,,-98.540000618E-3,480.000019073E-3,
,,,-98.520003259E-3,532.000005245E-3,,,,,-98.520003259E-3,560.000061989E-3,
,,,-98.499998450E-3,524.000048637E-3,,,,,-98.499998450E-3,520.000040531E-3,
,,,-98.480001092E-3,540.000021458E-3,,,,,-98.480001092E-3,520.000040531E-3,
,,,-98.460003734E-3,532.000005245E-3,,,,,-98.460003734E-3,520.000040531E-3,
,,,-98.439998925E-3,532.000005245E-3,,,,,-98.439998925E-3,600.000023842E-3,
,,,-98.420001566E-3,532.000005245E-3,,,,,-98.420001566E-3,600.000023842E-3,
,,,-98.400004208E-3,532.000005245E-3,,,,,-98.400004208E-3,560.000061989E-3,
,,,-98.379999399E-3,532.000005245E-3,,,,,-98.379999399E-3,520.000040531E-3,
,,,-98.360002041E-3,540.000021458E-3,,,,,-98.360002041E-3,520.000040531E-3,
,,,-98.340004683E-3,532.000005245E-3,,,,,-98.340004683E-3,480.000019073E-3,
,,,-98.319999874E-3,524.000048637E-3,,,,,-98.319999874E-3,560.000061989E-3,
,,,-98.300002515E-3,524.000048637E-3,,,,,-98.300002515E-3,520.000040531E-3,
,,,-98.280005157E-3,548.000037670E-3,,,,,-98.280005157E-3,520.000040531E-3,
,,,-98.260000348E-3,556.000053883E-3,,,,,-98.260000348E-3,600.000023842E-3,
,,,-98.240002990E-3,540.000021458E-3,,,,,-98.240002990E-3,560.000061989E-3,
,,,-98.219998181E-3,532.000005245E-3,,,,,-98.219998181E-3,560.000061989E-3,
,,,-98.200000823E-3,524.000048637E-3,,,,,-98.200000823E-3,600.000023842E-3,
,,,-98.180003464E-3,532.000005245E-3,,,,,-98.180003464E-3,560.000061989E-3,
,,,-98.159998655E-3,540.000021458E-3,,,,,-98.159998655E-3,520.000040531E-3,
,,,-98.140001297E-3,532.000005245E-3,,,,,-98.140001297E-3,560.000061989E-3,
,,,-98.120003939E-3,532.000005245E-3,,,,,-98.120003939E-3,600.000023842E-3,
,,,-98.099999130E-3,524.000048637E-3,,,,,-98.099999130E-3,600.000023842E-3,
,,,-98.080001771E-3,524.000048637E-3,,,,,-98.080001771E-3,600.000023842E-3,
,,,-98.060004413E-3,540.000021458E-3,,,,,-98.060004413E-3,600.000023842E-3,
,,,-98.039999604E-3,532.000005245E-3,,,,,-98.039999604E-3,600.000023842E-3,
,,,-98.020002246E-3,540.000021458E-3,,,,,-98.020002246E-3,600.000023842E-3,
,,,-98.000004888E-3,540.000021458E-3,,,,,-98.000004888E-3,640.000045300E-3,
,,,-97.980000079E-3,532.000005245E-3,,,,,-97.980000079E-3,640.000045300E-3,
,,,-97.960002720E-3,532.000005245E-3,,,,,-97.960002720E-3,600.000023842E-3,
,,,-97.939997911E-3,548.000037670E-3,,,,,-97.939997911E-3,560.000061989E-3,
,,,-97.920000553E-3,524.000048637E-3,,,,,-97.920000553E-3,600.000023842E-3,
,,,-97.900003195E-3,540.000021458E-3,,,,,-97.900003195E-3,560.000061989E-3,
,,,-97.879998386E-3,540.000021458E-3,,,,,-97.879998386E-3,640.000045300E-3,
,,,-97.860001028E-3,532.000005245E-3,,,,,-97.860001028E-3,640.000045300E-3,
,,,-97.840003669E-3,532.000005245E-3,,,,,-97.840003669E-3,600.000023842E-3,
,,,-97.819998860E-3,540.000021458E-3,,,,,-97.819998860E-3,560.000061989E-3,
,,,-97.800001502E-3,532.000005245E-3,,,,,-97.800001502E-3,600.000023842E-3,
,,,-97.780004144E-3,524.000048637E-3,,,,,-97.780004144E-3,680.000066757E-3,
,,,-97.759999335E-3,540.000021458E-3,,,,,-97.759999335E-3,680.000066757E-3,
,,,-97.740001976E-3,532.000005245E-3,,,,,-97.740001976E-3,600.000023842E-3,
,,,-97.720004618E-3,540.000021458E-3,,,,,-97.720004618E-3,520.000040531E-3,
,,,-97.699999809E-3,516.000032425E-3,,,,,-97.699999809E-3,640.000045300E-3,
,,,-97.680002451E-3,532.000005245E-3,,,,,-97.680002451E-3,640.000045300E-3,
,,,-97.660005093E-3,532.000005245E-3,,,,,-97.660005093E-3,560.000061989E-3,
,,,-97.640000284E-3,516.000032425E-3,,,,,-97.640000284E-3,600.000023842E-3,
,,,-97.620002925E-3,532.000005245E-3,,,,,-97.620002925E-3,640.000045300E-3,
,,,-97.599998116E-3,524.000048637E-3,,,,,-97.599998116E-3,640.000045300E-3,
,,,-97.580000758E-3,532.000005245E-3,,,,,-97.580000758E-3,600.000023842E-3,
,,,-97.560003400E-3,540.000021458E-3,,,,,-97.560003400E-3,720.000028610E-3,
,,,-97.539998591E-3,524.000048637E-3,,,,,-97.539998591E-3,560.000061989E-3,
,,,-97.520001233E-3,532.000005245E-3,,,,,-97.520001233E-3,640.000045300E-3,
,,,-97.500003874E-3,524.000048637E-3,,,,,-97.500003874E-3,720.000028610E-3,
,,,-97.479999065E-3,532.000005245E-3,,,,,-97.479999065E-3,720.000028610E-3,
,,,-97.460001707E-3,532.000005245E-3,,,,,-97.460001707E-3,720.000028610E-3,
,,,-97.440004349E-3,532.000005245E-3,,,,,-97.440004349E-3,600.000023842E-3,
,,,-97.419999540E-3,532.000005245E-3,,,,,-97.419999540E-3,680.000066757E-3,
,,,-97.400002182E-3,524.000048637E-3,,,,,-97.400002182E-3,760.000050068E-3,
,,,-97.380004823E-3,532.000005245E-3,,,,,-97.380004823E-3,720.000028610E-3,
,,,-97.360000014E-3,532.000005245E-3,,,,,-97.360000014E-3,760.000050068E-3,
,,,-97.340002656E-3,524.000048637E-3,,,,,-97.340002656E-3,720.000028610E-3,
,,,-97.319997847E-3,524.000048637E-3,,,,,-97.319997847E-3,760.000050068E-3,
,,,-97.300000489E-3,516.000032425E-3,,,,,-97.300000489E-3,720.000028610E-3,
,,,-97.280003130E-3,524.000048637E-3,,,,,-97.280003130E-3,760.000050068E-3,
,,,-97.259998322E-3,532.000005245E-3,,,,,-97.259998322E-3,720.000028610E-3,
,,,-97.240000963E-3,524.000048637E-3,,,,,-97.240000963E-3,720.000028610E-3,
,,,-97.220003605E-3,532.000005245E-3,,,,,-97.220003605E-3,760.000050068E-3,
,,,-97.199998796E-3,524.000048637E-3,,,,,-97.199998796E-3,760.000050068E-3,
,,,-97.180001438E-3,524.000048637E-3,,,,,-97.180001438E-3,760.000050068E-3,
,,,-97.160004079E-3,524.000048637E-3,,,,,-97.160004079E-3,840.000033379E-3,
,,,-97.139999270E-3,524.000048637E-3,,,,,-97.139999270E-3,760.000050068E-3,
,,,-97.120001912E-3,532.000005245E-3,,,,,-97.120001912E-3,760.000050068E-3,
,,,-97.100004554E-3,524.000048637E-3,,,,,-97.100004554E-3,880.000054836E-3,
,,,-97.079999745E-3,532.000005245E-3,,,,,-97.079999745E-3,800.000071526E-3,
,,,-97.060002387E-3,524.000048637E-3,,,,,-97.060002387E-3,840.000033379E-3,
,,,-97.040005028E-3,524.000048637E-3,,,,,-97.040005028E-3,920.000076294E-3,
,,,-97.020000219E-3,524.000048637E-3,,,,,-97.020000219E-3,840.000033379E-3,
,,,-97.000002861E-3,532.000005245E-3,,,,,-97.000002861E-3,880.000054836E-3,
,,,-96.979998052E-3,532.000005245E-3,,,,,-96.979998052E-3,880.000054836E-3,
,,,-96.960000694E-3,524.000048637E-3,,,,,-96.960000694E-3,880.000054836E-3,
,,,-96.940003335E-3,532.000005245E-3,,,,,-96.940003335E-3,880.000054836E-3,
,,,-96.919998527E-3,516.000032425E-3,,,,,-96.919998527E-3,800.000071526E-3,
,,,-96.900001168E-3,524.000048637E-3,,,,,-96.900001168E-3,880.000054836E-3,
,,,-96.880003810E-3,524.000048637E-3,,,,,-96.880003810E-3,840.000033379E-3,
,,,-96.859999001E-3,524.000048637E-3,,,,,-96.859999001E-3,920.000076294E-3,
,,,-96.840001643E-3,532.000005245E-3,,,,,-96.840001643E-3,920.000076294E-3,
,,,-96.820004284E-3,524.000048637E-3,,,,,-96.820004284E-3,880.000054836E-3,
,,,-96.799999475E-3,524.000048637E-3,,,,,-96.799999475E-3,960.000038147E-3,
,,,-96.780002117E-3,524.000048637E-3,,,,,-96.780002117E-3,960.000038147E-3,
,,,-96.760004759E-3,524.000048637E-3,,,,,-96.760004759E-3,1.0000001,
,,,-96.739999950E-3,516.000032425E-3,,,,,-96.739999950E-3,920.000076294E-3,
,,,-96.720002592E-3,524.000048637E-3,,,,,-96.720002592E-3,960.000038147E-3,
,,,-96.700005233E-3,516.000032425E-3,,,,,-96.700005233E-3,1.0000001,
,,,-96.680000424E-3,524.000048637E-3,,,,,-96.680000424E-3,1.0000001,
,,,-96.660003066E-3,532.000005245E-3,,,,,-96.660003066E-3,960.000038147E-3,
,,,-96.639998257E-3,524.000048637E-3,,,,,-96.639998257E-3,1.0000001,
,,,-96.620000899E-3,516.000032425E-3,,,,,-96.620000899E-3,1.0400001,
,,,-96.600003541E-3,524.000048637E-3,,,,,-96.600003541E-3,1.0000001,
,,,-96.579998732E-3,540.000021458E-3,,,,,-96.579998732E-3,960.000038147E-3,
,,,-96.560001373E-3,524.000048637E-3,,,,,-96.560001373E-3,1.0400001,
,,,-96.540004015E-3,524.000048637E-3,,,,,-96.540004015E-3,1.0000001,
,,,-96.519999206E-3,524.000048637E-3,,,,,-96.519999206E-3,1.1200001,
,,,-96.500001848E-3,524.000048637E-3,,,,,-96.500001848E-3,960.000038147E-3,
,,,-96.480004489E-3,532.000005245E-3,,,,,-96.480004489E-3,1.0400001,
,,,-96.459999681E-3,540.000021458E-3,,,,,-96.459999681E-3,1.1600001,
,,,-96.440002322E-3,524.000048637E-3,,,,,-96.440002322E-3,1.0800000,
,,,-96.420004964E-3,524.000048637E-3,,,,,-96.420004964E-3,1.0800000,
,,,-96.400000155E-3,516.000032425E-3,,,,,-96.400000155E-3,1.0000001,
,,,-96.380002797E-3,516.000032425E-3,,,,,-96.380002797E-3,1.0800000,
,,,-96.359997988E-3,524.000048637E-3,,,,,-96.359997988E-3,1.0800000,
,,,-96.340000629E-3,532.000005245E-3,,,,,-96.340000629E-3,1.0800000,
,,,-96.320003271E-3,524.000048637E-3,,,,,-96.320003271E-3,1.0800000,
,,,-96.299998462E-3,524.000048637E-3,,,,,-96.299998462E-3,1.1600001,
,,,-96.280001104E-3,516.000032425E-3,,,,,-96.280001104E-3,1.1200001,
,,,-96.260003746E-3,516.000032425E-3,,,,,-96.260003746E-3,1.1200001,
,,,-96.239998937E-3,532.000005245E-3,,,,,-96.239998937E-3,1.1200001,
,,,-96.220001578E-3,516.000032425E-3,,,,,-96.220001578E-3,1.0800000,
,,,-96.200004220E-3,532.000005245E-3,,,,,-96.200004220E-3,1.2400001,
,,,-96.179999411E-3,524.000048637E-3,,,,,-96.179999411E-3,1.1600001,
,,,-96.160002053E-3,524.000048637E-3,,,,,-96.160002053E-3,1.2000000,
,,,-96.140004694E-3,508.000016212E-3,,,,,-96.140004694E-3,1.2400001,
,,,-96.119999886E-3,524.000048637E-3,,,,,-96.119999886E-3,1.2400001,
,,,-96.100002527E-3,524.000048637E-3,,,,,-96.100002527E-3,1.2400001,
,,,-96.080005169E-3,524.000048637E-3,,,,,-96.080005169E-3,1.1600001,
,,,-96.060000360E-3,532.000005245E-3,,,,,-96.060000360E-3,1.3200001,
,,,-96.040003002E-3,524.000048637E-3,,,,,-96.040003002E-3,1.2400001,
,,,-96.019998193E-3,516.000032425E-3,,,,,-96.019998193E-3,1.2800001,
,,,-96.000000834E-3,508.000016212E-3,,,,,-96.000000834E-3,1.2800001,
,,,-95.980003476E-3,524.000048637E-3,,,,,-95.980003476E-3,1.2400001,
,,,-95.959998667E-3,524.000048637E-3,,,,,-95.959998667E-3,1.2800001,
,,,-95.940001309E-3,532.000005245E-3,,,,,-95.940001309E-3,1.2400001,
,,,-95.920003951E-3,508.000016212E-3,,,,,-95.920003951E-3,1.3200001,
,,,-95.899999142E-3,524.000048637E-3,,,,,-95.899999142E-3,1.2800001,
,,,-95.880001783E-3,516.000032425E-3,,,,,-95.880001783E-3,1.3200001,
,,,-95.860004425E-3,516.000032425E-3,,,,,-95.860004425E-3,1.2800001,
,,,-95.839999616E-3,524.000048637E-3,,,,,-95.839999616E-3,1.3600001,
,,,-95.820002258E-3,524.000048637E-3,,,,,-95.820002258E-3,1.3600001,
,,,-95.800004900E-3,516.000032425E-3,,,,,-95.800004900E-3,1.3200001,
,,,-95.780000091E-3,532.000005245E-3,,,,,-95.780000091E-3,1.4000001,
,,,-95.760002732E-3,516.000032425E-3,,,,,-95.760002732E-3,1.4000001,
,,,-95.739997923E-3,508.000016212E-3,,,,,-95.739997923E-3,1.3600001,
,,,-95.720000565E-3,516.000032425E-3,,,,,-95.720000565E-3,1.4000001,
,,,-95.700003207E-3,532.000005245E-3,,,,,-95.700003207E-3,1.4000001,
,,,-95.679998398E-3,524.000048637E-3,,,,,-95.679998398E-3,1.4000001,
,,,-95.660001040E-3,516.000032425E-3,,,,,-95.660001040E-3,1.4800001,
,,,-95.640003681E-3,524.000048637E-3,,,,,-95.640003681E-3,1.3600001,
,,,-95.619998872E-3,516.000032425E-3,,,,,-95.619998872E-3,1.4400001,
,,,-95.600001514E-3,508.000016212E-3,,,,,-95.600001514E-3,1.4000001,
,,,-95.580004156E-3,532.000005245E-3,,,,,-95.580004156E-3,1.4000001,
,,,-95.559999347E-3,508.000016212E-3,,,,,-95.559999347E-3,1.4000001,
,,,-95.540001988E-3,516.000032425E-3,,,,,-95.540001988E-3,1.4000001,
,,,-95.520004630E-3,524.000048637E-3,,,,,-95.520004630E-3,1.4000001,
,,,-95.499999821E-3,524.000048637E-3,,,,,-95.499999821E-3,1.4400001,
,,,-95.480002463E-3,516.000032425E-3,,,,,-95.480002463E-3,1.4400001,
,,,-95.460005105E-3,524.000048637E-3,,,,,-95.460005105E-3,1.4800001,
,,,-95.440000296E-3,524.000048637E-3,,,,,-95.440000296E-3,1.4800001,
,,,-95.420002937E-3,516.000032425E-3,,,,,-95.420002937E-3,1.5200001,
,,,-95.399998128E-3,524.000048637E-3,,,,,-95.399998128E-3,1.4800001,
,,,-95.380000770E-3,516.000032425E-3,,,,,-95.380000770E-3,1.5600001,
,,,-95.360003412E-3,516.000032425E-3,,,,,-95.360003412E-3,1.4800001,
,,,-95.339998603E-3,524.000048637E-3,,,,,-95.339998603E-3,1.5200001,
,,,-95.320001245E-3,508.000016212E-3,,,,,-95.320001245E-3,1.5200001,
,,,-95.300003886E-3,508.000016212E-3,,,,,-95.300003886E-3,1.5200001,
,,,-95.279999077E-3,516.000032425E-3,,,,,-95.279999077E-3,1.5200001,
,,,-95.260001719E-3,524.000048637E-3,,,,,-95.260001719E-3,1.5200001,
,,,-95.240004361E-3,516.000032425E-3,,,,,-95.240004361E-3,1.6000001,
,,,-95.219999552E-3,516.000032425E-3,,,,,-95.219999552E-3,1.5600001,
,,,-95.200002193E-3,524.000048637E-3,,,,,-95.200002193E-3,1.5600001,
,,,-95.180004835E-3,508.000016212E-3,,,,,-95.180004835E-3,1.6400001,
,,,-95.160000026E-3,532.000005245E-3,,,,,-95.160000026E-3,1.6000001,
,,,-95.140002668E-3,508.000016212E-3,,,,,-95.140002668E-3,1.6000001,
,,,-95.120005310E-3,508.000016212E-3,,,,,-95.120005310E-3,1.6400001,
,,,-95.100000501E-3,524.000048637E-3,,,,,-95.100000501E-3,1.6400001,
,,,-95.080003142E-3,516.000032425E-3,,,,,-95.080003142E-3,1.6800001,
,,,-95.059998333E-3,508.000016212E-3,,,,,-95.059998333E-3,1.6400001,
,,,-95.040000975E-3,492.000013590E-3,,,,,-95.040000975E-3,1.6800001,
,,,-95.020003617E-3,508.000016212E-3,,,,,-95.020003617E-3,1.6800001,
,,,-94.999998808E-3,524.000048637E-3,,,,,-94.999998808E-3,1.6800001,
,,,-94.980001450E-3,516.000032425E-3,,,,,-94.980001450E-3,1.6800001,
,,,-94.960004091E-3,516.000032425E-3,,,,,-94.960004091E-3,1.6400001,
,,,-94.939999282E-3,516.000032425E-3,,,,,-94.939999282E-3,1.6800001,
,,,-94.920001924E-3,500.000000000E-3,,,,,-94.920001924E-3,1.7200001,
,,,-94.900004566E-3,508.000016212E-3,,,,,-94.900004566E-3,1.6800001,
,,,-94.879999757E-3,508.000016212E-3,,,,,-94.879999757E-3,1.7200001,
,,,-94.860002398E-3,524.000048637E-3,,,,,-94.860002398E-3,1.6800001,
,,,-94.840005040E-3,500.000000000E-3,,,,,-94.840005040E-3,1.7200001,
,,,-94.820000231E-3,524.000048637E-3,,,,,-94.820000231E-3,1.7600001,
,,,-94.800002873E-3,524.000048637E-3,,,,,-94.800002873E-3,1.6800001,
,,,-94.779998064E-3,508.000016212E-3,,,,,-94.779998064E-3,1.6800001,
,,,-94.760000706E-3,516.000032425E-3,,,,,-94.760000706E-3,1.7600001,
,,,-94.740003347E-3,508.000016212E-3,,,,,-94.740003347E-3,1.7200001,
,,,-94.719998538E-3,524.000048637E-3,,,,,-94.719998538E-3,1.8000001,
,,,-94.700001180E-3,500.000000000E-3,,,,,-94.700001180E-3,1.8400002,
,,,-94.680003822E-3,508.000016212E-3,,,,,-94.680003822E-3,1.8000001,
,,,-94.659999013E-3,524.000048637E-3,,,,,-94.659999013E-3,1.8000001,
,,,-94.640001655E-3,508.000016212E-3,,,,,-94.640001655E-3,1.8400002,
,,,-94.620004296E-3,516.000032425E-3,,,,,-94.620004296E-3,1.7600001,
,,,-94.599999487E-3,524.000048637E-3,,,,,-94.599999487E-3,1.8000001,
,,,-94.580002129E-3,508.000016212E-3,,,,,-94.580002129E-3,1.8400002,
,,,-94.560004771E-3,508.000016212E-3,,,,,-94.560004771E-3,1.8800001,
,,,-94.539999962E-3,508.000016212E-3,,,,,-94.539999962E-3,1.8400002,
,,,-94.520002604E-3,516.000032425E-3,,,,,-94.520002604E-3,1.8800001,
,,,-94.500005245E-3,508.000016212E-3,,,,,-94.500005245E-3,1.8000001,
,,,-94.480000436E-3,508.000016212E-3,,,,,-94.480000436E-3,1.8800001,
,,,-94.460003078E-3,516.000032425E-3,,,,,-94.460003078E-3,1.8800001,
,,,-94.439998269E-3,516.000032425E-3,,,,,-94.439998269E-3,1.9200001,
,,,-94.420000911E-3,524.000048637E-3,,,,,-94.420000911E-3,1.9200001,
,,,-94.400003552E-3,524.000048637E-3,,,,,-94.400003552E-3,2.0000002,
,,,-94.379998744E-3,500.000000000E-3,,,,,-94.379998744E-3,1.9200001,
,,,-94.360001385E-3,508.000016212E-3,,,,,-94.360001385E-3,1.9600002,
,,,-94.340004027E-3,516.000032425E-3,,,,,-94.340004027E-3,1.9200001,
,,,-94.319999218E-3,516.000032425E-3,,,,,-94.319999218E-3,1.9200001,
,,,-94.300001860E-3,524.000048637E-3,,,,,-94.300001860E-3,1.9200001,
,,,-94.280004501E-3,516.000032425E-3,,,,,-94.280004501E-3,1.9200001,
,,,-94.259999692E-3,516.000032425E-3,,,,,-94.259999692E-3,1.9200001,
,,,-94.240002334E-3,516.000032425E-3,,,,,-94.240002334E-3,1.9200001,
,,,-94.220004976E-3,516.000032425E-3,,,,,-94.220004976E-3,1.9200001,
,,,-94.200000167E-3,508.000016212E-3,,,,,-94.200000167E-3,2.0000002,
,,,-94.180002809E-3,500.000000000E-3,,,,,-94.180002809E-3,2.0000002,
,,,-94.159998000E-3,508.000016212E-3,,,,,-94.159998000E-3,1.9600002,
,,,-94.140000641E-3,508.000016212E-3,,,,,-94.140000641E-3,2.0000002,
,,,-94.120003283E-3,508.000016212E-3,,,,,-94.120003283E-3,2.0000002,
,,,-94.099998474E-3,508.000016212E-3,,,,,-94.099998474E-3,2.0000002,
,,,-94.080001116E-3,516.000032425E-3,,,,,-94.080001116E-3,2.0000002,
,,,-94.060003757E-3,516.000032425E-3,,,,,-94.060003757E-3,2.0000002,
,,,-94.039998949E-3,500.000000000E-3,,,,,-94.039998949E-3,2.0400002,
,,,-94.020001590E-3,516.000032425E-3,,,,,-94.020001590E-3,2.0400002,
,,,-94.000004232E-3,508.000016212E-3,,,,,-94.000004232E-3,2.0000002,
,,,-93.979999423E-3,508.000016212E-3,,,,,-93.979999423E-3,1.9600002,
,,,-93.960002065E-3,508.000016212E-3,,,,,-93.960002065E-3,2.0000002,
,,,-93.940004706E-3,508.000016212E-3,,,,,-93.940004706E-3,2.0400002,
,,,-93.919999897E-3,508.000016212E-3,,,,,-93.919999897E-3,2.0800002,
,,,-93.900002539E-3,500.000000000E-3,,,,,-93.900002539E-3,2.0400002,
,,,-93.880005181E-3,500.000000000E-3,,,,,-93.880005181E-3,1.9600002,
